#Region,Chromosome,Start_position,End_position,Pass_or_flag,Read count,Median coverage,Minimum coverage,Median quality coverage,Minimum quality coverage,Maximum fraction of low mapping quality,Maximum fraction of low base quality
chr8_q22.2_008_rs2446926,chr8,101074568,101074688,FLAG,17,15.0,12,14.0,10,0.0,0.167
chr8_q22.2_009_rs7830342,chr8,101327678,101327798,FLAG,15,13.0,6,13.0,6,0.0,0.143
chr8_q22.2_010_rs2507768,chr8,101556677,101556797,FLAG,50,45.5,31,45.0,30,0.0,0.04
chr8_q22.3_001_rs3104330,chr8,101800664,101800784,FLAG,24,20.0,16,20.0,14,0.0,0.125
chr8_q22.3_002_rs2514624,chr8,102141823,102141943,FLAG,17,13.0,1,13.0,1,0.0,0.091
chr8_q22.3_003_rs1264465,chr8,102425872,102425992,FLAG,41,38.0,17,38.0,16,0.0,0.059
chr8_q22.3_004_rs2030784,chr8,102614926,102615046,FLAG,21,19.0,7,19.0,7,0.0,0.095
chr8_q22.3_005_rs517811,chr8,102944803,102944923,FLAG,23,22.0,12,21.0,12,0.0,0.077
chr8_q22.3_006_rs7822831,chr8,103140990,103141110,FLAG,17,16.0,10,16.0,10,0.0,0.059
chr8_q22.3_007_rs10098586,chr8,103385679,103385799,FLAG,28,25.0,9,25.0,9,0.0,0.111
chr8_q22.3_008_rs2511664,chr8,103638753,103638873,FLAG,30,25.0,15,25.0,15,0.0,0.233
chr8_q22.3_009_rs35679778,chr8,103906748,103906868,FLAG,29,26.0,18,26.0,17,0.0,0.069
chr8_q22.3_010_rs2454013,chr8,104154653,104154773,FLAG,37,32.0,15,32.0,15,0.0,0.086
chr8_q22.3_011_rs2241778,chr8,104412875,104412995,FLAG,19,19.0,4,19.0,4,0.0,0.111
chr8_q22.3_012_rs35353443,chr8,104463145,104463265,FLAG,12,12.0,3,11.5,3,0.0,0.2
chr8_q22.3_013_rs34217523,chr8,105135818,105135938,FLAG,7,7.0,6,7.0,6,0.0,0.143
chr8_q22.3_014_rs4236772,chr8,105185561,105185681,FLAG,28,28.0,20,26.5,20,0.0,0.179
chr8_q22.3_015_rs2246815,chr8,105440402,105440522,FLAG,28,24.0,14,24.0,13,0.0,0.071
chr8_q22.3_016_rs7845583,chr8,105710675,105710795,FLAG,29,23.0,20,23.0,18,0.0,0.182
chr8_q22.3_017_rs284489,chr8,105957960,105958080,FLAG,35,31.5,16,31.5,16,0.0,0.087
chr8_q22.3_018_rs75497282,chr8,106185999,106186119,FLAG,38,35.0,20,35.0,19,0.0,0.057
chr8_q23.1_001_rs5893743,chr8,106474911,106475031,FLAG,24,22.0,8,22.0,8,0.0,0.091
chr8_q23.1_002_rs1442335,chr8,106720027,106720147,FLAG,9,8.0,5,8.0,5,0.0,0.167
chr8_q23.1_003_rs6987512,chr8,106998710,106998830,FLAG,17,13.0,7,13.0,7,0.0,0.154
chr8_q23.1_004_rs561600115;rs549857018,chr8,107199955,107200075,FLAG,10,10.0,5,10.0,4,0.0,0.2
chr8_q23.1_005_rs2444306,chr8,107524925,107525045,FLAG,43,37.0,25,37.0,25,0.0,0.051
chr8_q23.1_006_rs11996466,chr8,107782335,107782455,FLAG,37,30.0,22,30.0,22,0.0,0.056
chr8_q23.1_007_rs33969304,chr8,108060059,108060179,FLAG,27,22.0,13,21.0,13,0.0,0.095
chr8_q23.1_008_rs6993449,chr8,108281367,108281487,FLAG,29,25.0,7,25.0,7,0.0,0.087
chr8_q23.1_009_rs56004220,chr8,108554886,108555006,FLAG,32,30.0,16,30.0,15,0.0,0.2
chr8_q23.1_010_rs7830615,chr8,108752699,108752819,FLAG,1,1.0,1,1.0,1,0.0,0.0
chr8_q23.1_011_rs423940,chr8,109093518,109093638,FLAG,29,24.0,12,24.0,11,0.0,0.133
chr8_q23.1_012_rs11991891,chr8,109294798,109294918,FLAG,21,18.5,8,18.0,8,0.0,0.111
chr8_q23.1_013_rs13269702,chr8,109554268,109554388,FLAG,11,9.0,6,9.0,4,0.0,0.333
chr8_q23.1_014_rs3019347,chr8,109725356,109725476,FLAG,46,40.0,19,39.5,19,0.0,0.063
chr8_q23.1_015_rs4130682,chr8,110120268,110120388,FLAG,26,24.0,13,24.0,13,0.0,0.05
chr8_q23.1_016_rs2980569,chr8,110347342,110347462,FLAG,19,15.0,11,15.0,11,0.0,0.176
chr8_q23.2_001_rs34410229,chr8,110571202,110571322,FLAG,4,4.0,1,4.0,1,0.0,0.5
chr8_q23.2_002_rs3102251,chr8,110760219,110760339,FLAG,27,27.0,7,26.0,7,0.0,0.154
chr8_q23.2_003_rs7012403,chr8,111099019,111099139,FLAG,8,8.0,5,8.0,5,0.0,0.0
chr8_q23.2_004_rs2949000,chr8,111311812,111311932,FLAG,18,18.0,13,17.0,13,0.0,0.059
chr8_q23.3_001_rs10088527,chr8,112608598,112608718,FLAG,17,15.0,7,15.0,7,0.0,0.067
chr8_q23.3_002_rs10113391,chr8,112611577,112611697,FLAG,31,30.0,20,30.0,20,0.0,0.083
chr8_q23.3_003_rs420752,chr8,112898520,112898640,FLAG,22,21.0,5,21.0,5,0.0,0.136
chr8_q23.3_004_rs2353263,chr8,113174123,113174243,FLAG,8,8.0,4,8.0,4,0.0,0.167
chr8_q23.3_005_rs1552785,chr8,113419176,113419296,FLAG,3,3.0,2,3.0,1,0.0,0.5
chr8_q23.3_006_rs11990898,chr8,113637035,113637155,FLAG,37,34.0,18,34.0,17,0.0,0.088
chr8_q23.3_007_rs7015844,chr8,113928879,113928999,FLAG,23,22.0,16,21.0,16,0.0,0.05
chr8_q23.3_008_rs12681949,chr8,113955670,113955790,FLAG,14,13.5,7,13.0,7,0.0,0.143
chr8_q23.3_009_rs1513520,chr8,114457057,114457177,FLAG,21,18.0,6,18.0,6,0.0,0.05
chr8_q23.3_010_rs7816794,chr8,114699426,114699546,FLAG,17,15.0,10,15.0,10,0.0,0.059
chr8_q23.3_011_rs6983475,chr8,115038978,115039098,FLAG,8,5.0,4,5.0,4,0.0,0.2
chr8_q23.3_012_rs16885563,chr8,115219571,115219691,FLAG,6,5.0,1,5.0,1,0.0,0.2
chr8_q23.3_013_rs971445,chr8,115360335,115360455,FLAG,18,17.0,10,17.0,10,0.0,0.059
chr8_q23.3_014_rs9297534,chr8,115843001,115843121,FLAG,26,25.0,14,24.0,13,0.0,0.105
chr8_q23.3_015_rs2946320,chr8,116245563,116245683,FLAG,21,19.0,6,17.0,4,0.333,0.095
chr8_q23.3_016_rs231149,chr8,116418134,116418254,FLAG,10,9.0,5,9.0,5,0.0,0.111
chr8_q23.3_017_rs33982988,chr8,116974507,116974627,FLAG,33,29.0,10,28.0,9,0.0,0.1
chr8_q23.3_018_rs4876626,chr8,116999730,116999850,FLAG,24,23.0,3,22.0,3,0.0,0.25
chr8_q23.3_019_rs4317609,chr8,117466948,117467068,FLAG,17,15.0,7,14.0,7,0.0,0.133
chr8_q23.3_020_rs4876357,chr8,117509827,117509947,FLAG,22,17.0,7,17.0,7,0.0,0.045
chr8_q23.3_021_rs36085143,chr8,117679643,117679763,FLAG,15,15.0,8,14.5,7,0.0,0.222
chr8_q24.11_001_rs535695485,chr8,118040729,118040849,FLAG,11,10.0,4,10.0,4,0.0,0.2
chr8_q24.11_002_rs904544,chr8,118250268,118250388,FLAG,57,51.0,20,51.0,19,0.0,0.05
chr8_q24.11_003_rs1844321,chr8,118527092,118527212,FLAG,45,38.0,20,38.0,17,0.0,0.15
chr8_q24.11_004_rs11784788,chr8,118815223,118815343,FLAG,21,18.0,8,18.0,8,0.0,0.095
chr8_q24.11_005_rs7010382,chr8,119108145,119108265,FLAG,30,25.0,18,25.0,17,0.0,0.077
chr8_q24.12_001_rs2514945,chr8,119350979,119351099,FLAG,24,22.5,7,21.0,6,0.0,0.174
chr8_q24.12_002_rs2515045,chr8,119502209,119502329,FLAG,24,22.0,11,22.0,11,0.0,0.111
chr8_q24.12_003_rs903611,chr8,119831260,119831380,FLAG,17,15.0,12,15.0,10,0.0,0.167
chr8_q24.12_004_rs2465392,chr8,120105387,120105507,FLAG,40,32.0,22,32.0,22,0.0,0.054
chr8_q24.12_005_rs769094,chr8,120467294,120467414,FLAG,46,40.0,22,39.5,21,0.0,0.08
chr8_q24.12_006_rs2326305,chr8,120611841,120611961,FLAG,20,17.0,13,17.0,13,0.0,0.067
chr8_q24.12_007_rs1055131,chr8,120847063,120847183,FLAG,20,18.0,11,18.0,11,0.0,0.105
chr8_q24.12_008_rs4282615,chr8,121135941,121136061,FLAG,18,15.0,8,15.0,8,0.0,0.111
chr8_q24.12_009_rs11410110,chr8,121389609,121389729,FLAG,22,17.0,14,17.0,11,0.0,0.313
chr8_q24.12_010_rs5003013,chr8,121689412,121689532,FLAG,22,21.0,12,20.0,12,0.0,0.077
chr8_q24.12_011_rs2891943,chr8,121926551,121926671,FLAG,26,23.0,7,23.0,6,0.0,0.143
chr8_q24.12_012_rs1504663,chr8,122184958,122185078,FLAG,15,15.0,6,13.0,6,0.222,0.083
chr8_q24.12_013_rs35774499,chr8,122456495,122456615,FLAG,27,26.0,9,25.0,9,0.0,0.091
chr8_q24.13_001_rs7016012,chr8,122790328,122790448,FLAG,24,22.0,8,22.0,8,0.0,0.048
chr8_q24.13_002_rs907121,chr8,122963155,122963275,FLAG,18,16.0,13,16.0,13,0.0,0.067
chr8_q24.13_003_rs11419216,chr8,123275305,123275425,FLAG,23,20.0,10,19.0,9,0.0,0.154
chr8_q24.13_004_rs11368336,chr8,123446569,123446689,FLAG,14,14.0,6,14.0,6,0.0,0.083
chr8_q24.13_005_rs4871297,chr8,123706095,123706215,FLAG,22,17.0,13,17.0,11,0.0,0.19
chr8_q24.13_006_rs4870827,chr8,123945981,123946101,FLAG,44,39.0,17,39.0,17,0.0,0.077
chr8_q24.13_007_rs10956116,chr8,124114273,124114393,FLAG,36,33.0,23,33.0,23,0.0,0.077
chr8_q24.13_008_rs3824252,chr8,124473178,124473298,FLAG,58,45.0,20,45.0,20,0.0,0.019
chr8_q24.13_009_rs3824248,chr8,124721884,124722004,FLAG,19,17.0,7,17.0,7,0.0,0.071
chr8_q24.13_010_rs34559856,chr8,125025218,125025338,FLAG,11,11.0,9,11.0,8,0.0,0.182
chr8_q24.13_011_rs768711,chr8,125240271,125240391,FLAG,37,33.0,11,32.5,11,0.0,0.061
chr8_q24.13_012_rs6985260,chr8,125511329,125511449,FLAG,21,20.0,14,19.0,12,0.0,0.294
chr8_q24.13_013_rs4412352,chr8,125756623,125756743,FLAG,34,28.0,15,28.0,15,0.0,0.069
chr8_q24.13_014_rs1427083,chr8,125944882,125945002,FLAG,19,19.0,6,18.0,6,0.0,0.053
chr8_q24.13_015_rs2954006,chr8,126417183,126417303,FLAG,34,24.0,13,24.0,13,0.0,0.053
chr8_q24.13_016_rs921721,chr8,126534476,126534596,FLAG,33,29.0,20,28.5,20,0.0,0.097
chr8_q24.13_017_rs151176074,chr8,126830277,126830397,FLAG,23,19.0,7,19.0,7,0.0,0.182
chr8_q24.13_018_rs1388369,chr8,126983581,126983701,FLAG,23,20.0,8,20.0,8,0.0,0.077
chr8_q24.21_001_rs74640023,chr8,127301166,127301286,FLAG,58,47.0,26,47.0,26,0.0,0.047
chr8_q24.21_002_rs10956317,chr8,127606088,127606208,FLAG,31,27.0,11,27.0,11,0.0,0.188
chr8_q24.21_003_rs7822787,chr8,127767067,127767187,FLAG,20,18.0,5,18.0,5,0.0,0.1
chr8_q24.21_004_rs147463985,chr8,128076190,128076310,FLAG,24,24.0,4,23.0,3,0.0,0.25
chr8_q24.21_005_rs34781937,chr8,128343142,128343262,FLAG,1,1.0,0,1.0,0,0.0,0.0
chr8_q24.21_006_rs7819582,chr8,128597154,128597274,FLAG,27,26.0,5,26.0,5,0.0,0.182
chr8_q24.21_007_rs368894030,chr8,128849581,128849701,FLAG,27,20.0,9,20.0,9,0.0,0.1
chr8_q24.21_008_rs1030105,chr8,129127733,129127853,FLAG,39,32.0,17,32.0,17,0.0,0.069
chr8_q24.21_009_rs6470619,chr8,129350813,129350933,FLAG,29,27.0,14,26.0,14,0.0,0.167
chr8_q24.21_010_rs2163603,chr8,129672468,129672588,FLAG,16,14.0,7,14.0,6,0.0,0.143
chr8_q24.21_011_rs4236736,chr8,129691186,129691306,FLAG,23,19.0,11,19.0,10,0.0,0.091
chr8_q24.21_012_rs11778122,chr8,130237816,130237936,FLAG,20,17.0,7,17.0,7,0.0,0.063
chr8_q24.21_013_rs16904057,chr8,130390340,130390460,FLAG,34,33.0,20,32.0,20,0.0,0.061
chr8_q24.21_014_rs4733718,chr8,130647043,130647163,FLAG,33,30.0,15,30.0,15,0.0,0.226
chr8_q24.21_015_rs298607,chr8,130894310,130894430,FLAG,20,17.0,7,17.0,6,0.0,0.143
chr8_q24.21_016_rs6470805,chr8,131161511,131161631,FLAG,17,13.0,9,13.0,9,0.0,0.154
chr8_q24.21_017_rs7018225,chr8,131361417,131361537,FLAG,38,35.0,13,35.0,13,0.0,0.074
chr8_q24.22_001_rs13255815,chr8,131651667,131651787,FLAG,65,51.0,28,51.0,28,0.0,0.061
chr8_q24.22_002_rs12547243,chr8,131921896,131922016,FLAG,40,31.0,25,31.0,23,0.0,0.143
chr8_q24.22_003_rs35268872,chr8,132192271,132192391,FLAG,37,31.0,16,31.0,16,0.0,0.069
chr8_q24.22_004_rs1430316,chr8,132443523,132443643,FLAG,25,24.0,3,24.0,2,0.0,0.333
chr8_q24.22_005_rs9297830,chr8,132723784,132723904,FLAG,16,15.0,10,15.0,9,0.0,0.154
chr8_q24.22_006_rs10808594,chr8,132961073,132961193,FLAG,26,25.0,11,25.0,10,0.0,0.091
chr8_q24.22_007_rs6987299,chr8,133238700,133238820,FLAG,17,16.0,7,16.0,7,0.0,0.059
chr8_q24.22_008_rs4736582,chr8,133440872,133440992,FLAG,19,19.0,11,18.0,10,0.0,0.105
chr8_q24.22_009_rs2467959,chr8,133785677,133785797,FLAG,11,10.0,7,10.0,7,0.0,0.0
chr8_q24.22_010_rs2142382,chr8,133971346,133971466,FLAG,16,13.0,8,13.0,8,0.0,0.111
chr8_q24.22_011_rs2929975,chr8,134246658,134246778,FLAG,31,28.0,16,28.0,15,0.0,0.097
chr8_q24.22_012_rs6471128,chr8,134506129,134506249,FLAG,66,57.5,26,57.0,25,0.0,0.071
chr8_q24.22_013_rs4634620,chr8,134786095,134786215,FLAG,3,3.0,0,3.0,0,.,.
chr8_q24.22_014_rs6471196,chr8,135197943,135198063,FLAG,33,26.0,14,26.0,13,0.0,0.077
chr8_q24.22_015_rs16905132,chr8,135252123,135252243,FLAG,25,20.0,13,20.0,13,0.0,0.12
chr8_q24.22_016_rs6578149,chr8,135540726,135540846,FLAG,17,15.0,11,15.0,10,0.0,0.133
chr8_q24.22_017_rs7839552,chr8,135788085,135788205,FLAG,24,22.5,15,22.0,14,0.0,0.067
chr8_q24.22_018_rs7829668,chr8,136048195,136048315,FLAG,31,27.0,23,27.0,22,0.0,0.043
chr8_q24.22_019_rs733007,chr8,136215711,136215831,FLAG,18,15.5,7,15.0,7,0.0,0.143
chr8_q24.23_001_rs13254363,chr8,136667134,136667254,FLAG,49,38.0,15,38.0,15,0.0,0.065
chr8_q24.23_002_rs7015581,chr8,136820956,136821076,FLAG,30,23.0,19,23.0,17,0.0,0.105
chr8_q24.23_003_rs28525211,chr8,137066092,137066212,FLAG,12,12.0,7,12.0,7,0.0,0.111
chr8_q24.23_004_rs11994929,chr8,137334529,137334649,FLAG,10,8.0,6,8.0,6,0.0,0.1
chr8_q24.23_005_rs10505652,chr8,137341004,137341124,FLAG,24,21.0,6,21.0,6,0.0,0.125
chr8_q24.23_006_rs2681672,chr8,137840340,137840460,FLAG,30,27.0,15,27.0,15,0.0,0.063
chr8_q24.23_007_rs61462133,chr8,138056489,138056609,FLAG,16,16.0,12,15.0,12,0.0,0.125
chr8_q24.23_008_rs4909648,chr8,138367008,138367128,FLAG,22,22.0,14,22.0,14,0.0,0.25
chr8_q24.23_009_rs10875408,chr8,138620945,138621065,FLAG,31,27.0,18,27.0,18,0.0,0.08
chr8_q24.23_010_rs4430130,chr8,138787487,138787607,FLAG,16,16.0,14,16.0,14,0.0,0.125
chr8_q24.23_011_rs4645602,chr8,139146116,139146236,FLAG,28,22.0,13,22.0,13,0.0,0.053
chr8_q24.23_012_rs7825523,chr8,139389178,139389298,FLAG,1,1.0,1,1.0,1,0.0,0.0
chr8_q24.23_013_rs11271416,chr8,139724814,139724934,FLAG,95,52.0,25,51.0,24,0.026,0.077
chr8_q24.3_001_rs6986041,chr8,139919207,139919327,FLAG,30,28.0,12,28.0,12,0.0,0.133
chr8_q24.3_002_rs6578018,chr8,140264563,140264683,FLAG,6,6.0,1,6.0,1,0.0,0.25
chr8_q24.3_003_rs13251143,chr8,140350896,140351016,FLAG,49,45.0,12,44.0,12,0.0,0.082
chr8_q24.3_004_rs5015223,chr8,140689913,140690033,FLAG,52,38.0,23,37.0,21,0.043,0.08
chr8_q24.3_005_rs2665944,chr8,140954560,140954680,FLAG,31,26.0,14,26.0,14,0.0,0.095
chr8_q24.3_006_rs6990679,chr8,141182424,141182544,FLAG,1,1.0,0,1.0,0,.,.
chr8_q24.3_007_rs12677057,chr8,141458713,141458833,FLAG,28,23.5,14,23.0,14,0.0,0.071
chr8_q24.3_008_rs13273096,chr8,141675871,141675991,FLAG,15,14.5,3,14.0,3,0.0,0.067
chr8_q24.3_009_rs34496768,chr8,141958130,141958250,FLAG,31,23.5,18,23.5,17,0.0,0.056
chr8_q24.3_010_rs2288999,chr8,142218059,142218179,FLAG,73,58.0,39,58.0,37,0.0,0.051
chr8_q24.3_011_rs11779508,chr8,142487796,142487916,FLAG,26,21.0,14,21.0,14,0.0,0.067
chr8_q24.3_012_rs7820007,chr8,142731761,142731881,FLAG,51,46.5,24,46.0,23,0.0,0.057
chr8_q24.3_013_rs9644548,chr8,142989270,142989390,FLAG,19,18.0,7,18.0,7,0.0,0.056
chr8_q24.3_014_rs7463731,chr8,143240203,143240323,FLAG,53,46.0,20,46.0,20,0.0,0.054
chr8_q24.3_015_rs7843550,chr8,143505690,143505810,FLAG,58,47.0,17,47.0,17,0.0,0.12
chr8_q24.3_016_rs2294010,chr8,143762370,143762490,FLAG,36,29.0,9,29.0,9,0.0,0.033
chr8_q24.3_017_rs10717492,chr8,144003857,144003977,FLAG,19,16.0,1,16.0,1,0.0,0.077
chr8_q24.3_018_rs10112851,chr8,144268386,144268506,FLAG,56,46.0,20,46.0,20,0.0,0.043
chr8_q24.3_019_rs4874129,chr8,144533170,144533290,FLAG,13,13.0,6,13.0,6,0.0,0.1
chr8_q24.3_020_rs148823325,chr8,144793749,144793869,FLAG,8,5.0,2,5.0,1,0.0,0.5
chr8_q24.3_021_rs13276513,chr8,144963206,144963326,FLAG,57,49.0,31,48.5,30,0.0,0.078
chr8_q24.3_022_rs62532306,chr8,145505169,145505289,FLAG,77,48.0,39,29.0,23,0.422,0.026
chr8_q24.3_023_rs7816394,chr8,145548931,145549051,FLAG,32,30.5,5,30.0,5,0.0,0.182
chr8_q24.3_024_rs6989368,chr8,145813397,145813517,FLAG,41,34.0,22,34.0,21,0.0,0.045
chr9_p24.3_001_rs62531873,chr9,403225,403345,FLAG,49,42.0,19,42.0,19,0.0,0.045
chr9_p24.3_002_rs4742223,chr9,675540,675660,FLAG,20,19.5,13,19.0,12,0.0,0.077
chr9_p24.3_003_rs2279984,chr9,1048436,1048556,FLAG,31,25.0,12,25.0,11,0.0,0.129
chr9_p24.3_004_rs9406465,chr9,1386297,1386417,FLAG,21,20.0,13,19.5,12,0.0,0.143
chr9_p24.3_005_rs2375645,chr9,1745571,1745691,FLAG,26,25.0,15,25.0,13,0.0,0.133
chr9_p24.3_006_rs33980667,chr9,2141132,2141252,FLAG,26,24.0,16,24.0,15,0.0,0.063
chr9_p24.2_001_rs2150720,chr9,2469682,2469802,FLAG,41,34.0,15,34.0,15,0.0,0.057
chr9_p24.2_002_rs7041669,chr9,2798052,2798172,FLAG,34,29.0,12,29.0,12,0.0,0.071
chr9_p24.2_003_rs662562,chr9,3137057,3137177,FLAG,30,25.0,16,25.0,16,0.0,0.111
chr9_p24.2_004_rs951777,chr9,3573876,3573996,FLAG,17,16.0,14,16.0,13,0.0,0.133
chr9_p24.2_005_rs2031206,chr9,3844253,3844373,FLAG,0,0.0,0,0.0,0,.,.
chr9_p24.2_006_rs7868309,chr9,4191711,4191831,FLAG,16,16.0,7,16.0,7,0.0,0.125
chr9_p24.2_007_rs6476876,chr9,4548062,4548182,FLAG,31,29.0,11,29.0,11,0.0,0.048
chr9_p24.1_001_rs7041623,chr9,4864831,4864951,FLAG,48,41.5,15,40.5,15,0.027,0.045
chr9_p24.1_002_rs12001578,chr9,5273836,5273956,FLAG,21,19.0,6,18.5,5,0.0,0.167
chr9_p24.1_003_rs35936355,chr9,5610398,5610518,FLAG,26,23.0,10,23.0,10,0.0,0.071
chr9_p24.1_004_rs10815318,chr9,5946465,5946585,FLAG,26,23.0,8,23.0,8,0.0,0.083
chr9_p24.1_005_rs1048274,chr9,6256232,6256352,FLAG,15,12.5,6,12.5,6,0.0,0.182
chr9_p24.1_006_rs10975705,chr9,6625500,6625620,FLAG,37,35.0,22,34.5,22,0.0,0.054
chr9_p24.1_007_rs2760660,chr9,6993788,6993908,FLAG,53,47.0,24,46.0,23,0.0,0.082
chr9_p24.1_008_rs1887086,chr9,7370505,7370625,FLAG,52,47.0,25,47.0,25,0.0,0.067
chr9_p24.1_009_rs328846,chr9,7684257,7684377,FLAG,31,28.0,18,27.5,18,0.0,0.053
chr9_p24.1_010_rs10758923,chr9,8029790,8029910,FLAG,11,10.0,5,9.5,5,0.0,0.167
chr9_p24.1_011_rs4742498,chr9,8393883,8394003,FLAG,35,25.0,19,25.0,19,0.0,0.048
chr9_p24.1_012_rs7848017,chr9,8740311,8740431,FLAG,17,17.0,13,17.0,13,0.0,0.071
chr9_p23_001_rs324465,chr9,9089750,9089870,FLAG,21,19.0,17,19.0,16,0.0,0.059
chr9_p23_002_rs1467790,chr9,9444944,9445064,FLAG,6,6.0,4,6.0,3,0.0,0.333
chr9_p23_003_rs2821507,chr9,9772551,9772671,FLAG,15,14.0,8,14.0,8,0.0,0.133
chr9_p23_004_rs9695959,chr9,10145719,10145839,FLAG,1,1.0,0,1.0,0,.,.
chr9_p23_005_rs833448,chr9,10502689,10502809,FLAG,18,16.0,8,16.0,7,0.0,0.125
chr9_p23_006_rs7866279,chr9,10897444,10897564,FLAG,23,21.0,14,21.0,13,0.0,0.095
chr9_p23_007_rs10116299,chr9,11190813,11190933,FLAG,37,34.0,13,34.0,13,0.0,0.086
chr9_p23_008_rs10738238,chr9,11517122,11517242,FLAG,4,4.0,2,4.0,2,0.0,0.0
chr9_p23_009_rs1929418,chr9,11902036,11902156,FLAG,24,19.0,13,19.0,13,0.0,0.1
chr9_p23_010_rs2890957,chr9,12252515,12252635,FLAG,12,12.0,9,12.0,8,0.0,0.111
chr9_p23_011_rs1537180,chr9,12445304,12445424,FLAG,19,16.0,9,16.0,8,0.0,0.2
chr9_p23_012_rs3932596,chr9,12956701,12956821,FLAG,8,8.0,4,8.0,4,0.0,0.2
chr9_p23_013_rs1999395,chr9,13211661,13211781,FLAG,6,4.0,3,4.0,3,0.0,0.0
chr9_p23_014_rs33974516,chr9,13649813,13649933,FLAG,31,26.0,15,25.0,14,0.0,0.138
chr9_p23_015_rs1885430,chr9,13993613,13993733,FLAG,36,28.0,20,28.0,20,0.0,0.036
chr9_p22.3_001_rs10756546,chr9,14364530,14364650,FLAG,18,17.0,11,17.0,11,0.0,0.083
chr9_p22.3_002_rs10961673,chr9,14693999,14694119,FLAG,32,28.0,10,28.0,10,0.0,0.154
chr9_p22.3_003_rs36107802,chr9,15008407,15008527,FLAG,34,31.0,7,30.0,7,0.0,0.087
chr9_p22.3_004_rs1105191,chr9,15370515,15370635,FLAG,54,48.0,17,48.0,16,0.0,0.105
chr9_p22.3_005_rs59791994,chr9,15780799,15780919,FLAG,9,9.0,1,9.0,1,0.0,0.222
chr9_p22.3_006_rs10962288,chr9,16132128,16132248,FLAG,30,25.0,14,25.0,13,0.0,0.071
chr9_p22.3_007_rs4961718,chr9,16446096,16446216,FLAG,30,24.5,17,24.5,16,0.0,0.158
chr9_p22.2_001_rs77160699,chr9,16764677,16764797,FLAG,2,2.0,1,2.0,1,0.0,0.5
chr9_p22.2_002_rs12003380,chr9,17135374,17135494,FLAG,36,30.0,9,29.5,9,0.0,0.217
chr9_p22.2_003_rs2593411,chr9,17447386,17447506,FLAG,35,32.0,14,31.0,13,0.0,0.105
chr9_p22.2_004_rs3808685,chr9,17740092,17740212,FLAG,0,0.0,0,0.0,0,.,.
chr9_p22.2_005_rs1944747,chr9,18196004,18196124,FLAG,27,20.0,9,20.0,9,0.0,0.125
chr9_p22.1_001_rs538479811,chr9,18506532,18506652,FLAG,29,24.0,16,24.0,15,0.0,0.077
chr9_p22.1_002_rs67331436,chr9,18890215,18890335,FLAG,27,21.0,11,21.0,10,0.0,0.133
chr9_p22.1_003_rs10757035,chr9,19230212,19230332,FLAG,12,10.0,3,10.0,3,0.0,0.167
chr9_p22.1_004_rs1182675,chr9,19752329,19752449,FLAG,26,22.0,18,22.0,17,0.0,0.091
chr9_p21.3_001_rs2275858,chr9,19926378,19926498,FLAG,55,44.0,22,44.0,22,0.0,0.067
chr9_p21.3_002_rs10811341,chr9,20284886,20285006,FLAG,20,19.5,7,18.5,7,0.0,0.133
chr9_p21.3_003_rs1548377,chr9,20631573,20631693,FLAG,25,23.0,10,22.0,10,0.0,0.16
chr9_p21.3_004_rs1857647,chr9,21016869,21016989,FLAG,18,17.0,10,17.0,10,0.0,0.143
chr9_p21.3_005_rs4978115,chr9,21407544,21407664,FLAG,22,22.0,16,21.0,15,0.0,0.118
chr9_p21.3_006_rs58377678,chr9,21813658,21813778,FLAG,29,23.0,13,23.0,12,0.0,0.077
chr9_p21.3_007_rs10757270,chr9,22072659,22072779,FLAG,34,28.0,16,28.0,16,0.0,0.048
chr9_p21.3_008_rs924394,chr9,22545738,22545858,FLAG,6,6.0,0,5.5,0,.,.
chr9_p21.3_009_rs581381,chr9,22740241,22740361,FLAG,14,12.0,5,12.0,5,0.0,0.083
chr9_p21.3_010_rs10811923,chr9,23404071,23404191,FLAG,20,18.5,11,18.5,11,0.0,0.071
chr9_p21.3_011_rs702223,chr9,23813780,23813900,FLAG,17,17.0,11,17.0,10,0.0,0.091
chr9_p21.3_012_rs1360619,chr9,24111183,24111303,FLAG,24,23.0,11,23.0,11,0.0,0.083
chr9_p21.3_013_rs12685266,chr9,24898866,24898986,FLAG,27,27.0,18,27.0,18,0.0,0.083
chr9_p21.3_014_rs9408071,chr9,25219882,25220002,FLAG,13,13.0,6,13.0,5,0.0,0.2
chr9_p21.3_015_rs2383542,chr9,25514337,25514457,FLAG,31,25.0,13,25.0,13,0.0,0.042
chr9_p21.2_001_rs1843467,chr9,25889669,25889789,FLAG,14,12.0,7,12.0,7,0.0,0.286
chr9_p21.2_002_rs1887221,chr9,26565853,26565973,FLAG,17,15.0,5,15.0,5,0.0,0.111
chr9_p21.2_003_rs376435929,chr9,27110110,27110230,FLAG,25,25.0,6,24.0,5,0.0,0.167
chr9_p21.2_004_rs10967853,chr9,27282553,27282673,FLAG,37,28.0,20,27.5,19,0.0,0.091
chr9_p21.2_005_rs1495563,chr9,27627276,27627396,FLAG,19,16.0,12,16.0,12,0.0,0.105
chr9_p21.2_006_rs5897260,chr9,27985750,27985870,FLAG,31,27.0,12,26.0,12,0.0,0.1
chr9_p21.1_001_rs10757729,chr9,28328717,28328837,FLAG,5,5.0,2,5.0,1,0.0,0.667
